ResourceId,ResourceType,ResourceNote,Property,Value,UserNote,Required,Type,UpdateType,Description,IsOmittable,Filename
PrivateSubnet,AWS::EC2::Subnet,,Ipv6Native,,,No,Boolean,Replacement,"Indicates whether this is an IPv6 only subnet. For more information, see Subnet basics in the Amazon Virtual Private Cloud User Guide.",True,sample-template.json
PrivateSubnet,AWS::EC2::Subnet,,MapPublicIpOnLaunch,,,No,Boolean,No interruption,Indicates whether instances launched in this subnet receive a public IPv4 address. The default value is false.,True,sample-template.json
PrivateSubnet,AWS::EC2::Subnet,,OutpostArn,,,No,String,Replacement,The Amazon Resource Name (ARN) of the Outpost.,True,sample-template.json
PrivateSubnet,AWS::EC2::Subnet,,PrivateDnsNameOptionsOnLaunch,,,No,Json,No interruption,"The hostname type for EC2 instances launched into this subnet and how DNS A and AAAA record queries to the instances should be handled. For more information, see Amazon EC2 instance hostname types in the Amazon Elastic Compute Cloud User Guide.",True,sample-template.json
PrivateSubnet,AWS::EC2::Subnet,,Tags,,,No,List of Tag,No interruption,Any tags assigned to the subnet.,False,sample-template.json
PrivateSubnet,AWS::EC2::Subnet,,Tags[0].Key,Application,,Yes,String,,"The key name of the tag. You can specify a value that's 1 to 128 Unicode characters in length and can't be prefixed with aws:. You can use any of the following characters: the set of Unicode letters, digits, whitespace, _, ., /, =, +, and -.",False,sample-template.json
PrivateSubnet,AWS::EC2::Subnet,,Tags[0].Value,{'Ref': 'AWS::StackId'},,Yes,String,,The value for the tag. You can specify a value that's 1 to 256 characters in length.,False,sample-template.json
PrivateSubnet,AWS::EC2::Subnet,,Tags[1].Key,Network,,Yes,String,,"The key name of the tag. You can specify a value that's 1 to 128 Unicode characters in length and can't be prefixed with aws:. You can use any of the following characters: the set of Unicode letters, digits, whitespace, _, ., /, =, +, and -.",False,sample-template.json
PrivateSubnet,AWS::EC2::Subnet,,Tags[1].Value,Private,,Yes,String,,The value for the tag. You can specify a value that's 1 to 256 characters in length.,False,sample-template.json
PrivateSubnet,AWS::EC2::Subnet,,VpcId,{'Ref': 'VPC'},,Yes,String,Replacement,The ID of the VPC the subnet is in.,False,sample-template.json
PublicSubnet,AWS::EC2::Subnet,,AssignIpv6AddressOnCreation,,,No,Boolean,No interruption,Indicates whether a network interface created in this subnet receives an IPv6 address. The default value is false.,True,sample-template.json
PublicSubnet,AWS::EC2::Subnet,,AvailabilityZone,,,No,String,Replacement,The Availability Zone of the subnet.,True,sample-template.json
PublicSubnet,AWS::EC2::Subnet,,AvailabilityZoneId,,,No,String,Replacement,The AZ ID of the subnet.,True,sample-template.json
PublicSubnet,AWS::EC2::Subnet,,CidrBlock,"{'Fn::FindInMap': ['SubnetConfig', 'Public', 'CIDR']}",,No,String,Replacement,The IPv4 CIDR block assigned to the subnet.,False,sample-template.json
PublicSubnet,AWS::EC2::Subnet,,EnableDns64,,,No,Boolean,No interruption,"Indicates whether DNS queries made to the Amazon-provided DNS Resolver in this subnet should return synthetic IPv6 addresses for IPv4-only destinations. For more information, see DNS64 and NAT64 in the Amazon Virtual Private Cloud User Guide.",True,sample-template.json
PublicSubnet,AWS::EC2::Subnet,,Ipv6CidrBlock,,,Conditional,String,No interruption,The IPv6 CIDR block.,True,sample-template.json
PublicSubnet,AWS::EC2::Subnet,,Ipv6Native,,,No,Boolean,Replacement,"Indicates whether this is an IPv6 only subnet. For more information, see Subnet basics in the Amazon Virtual Private Cloud User Guide.",True,sample-template.json
PublicSubnet,AWS::EC2::Subnet,,MapPublicIpOnLaunch,,,No,Boolean,No interruption,Indicates whether instances launched in this subnet receive a public IPv4 address. The default value is false.,True,sample-template.json
PublicSubnet,AWS::EC2::Subnet,,OutpostArn,,,No,String,Replacement,The Amazon Resource Name (ARN) of the Outpost.,True,sample-template.json
PublicSubnet,AWS::EC2::Subnet,,PrivateDnsNameOptionsOnLaunch,,,No,Json,No interruption,"The hostname type for EC2 instances launched into this subnet and how DNS A and AAAA record queries to the instances should be handled. For more information, see Amazon EC2 instance hostname types in the Amazon Elastic Compute Cloud User Guide.",True,sample-template.json
PublicSubnet,AWS::EC2::Subnet,,Tags,,,No,List of Tag,No interruption,Any tags assigned to the subnet.,False,sample-template.json
PublicSubnet,AWS::EC2::Subnet,,Tags[0].Key,Application,,Yes,String,,"The key name of the tag. You can specify a value that's 1 to 128 Unicode characters in length and can't be prefixed with aws:. You can use any of the following characters: the set of Unicode letters, digits, whitespace, _, ., /, =, +, and -.",False,sample-template.json
PublicSubnet,AWS::EC2::Subnet,,Tags[0].Value,{'Ref': 'AWS::StackId'},,Yes,String,,The value for the tag. You can specify a value that's 1 to 256 characters in length.,False,sample-template.json
PublicSubnet,AWS::EC2::Subnet,,Tags[1].Key,Network,,Yes,String,,"The key name of the tag. You can specify a value that's 1 to 128 Unicode characters in length and can't be prefixed with aws:. You can use any of the following characters: the set of Unicode letters, digits, whitespace, _, ., /, =, +, and -.",False,sample-template.json
PublicSubnet,AWS::EC2::Subnet,,Tags[1].Value,Public,,Yes,String,,The value for the tag. You can specify a value that's 1 to 256 characters in length.,False,sample-template.json
PublicSubnet,AWS::EC2::Subnet,,VpcId,{'Ref': 'VPC'},,Yes,String,Replacement,The ID of the VPC the subnet is in.,False,sample-template.json
PrivateSubnetNetworkAclAssociation,AWS::EC2::SubnetNetworkAclAssociation,,NetworkAclId,{'Ref': 'PrivateNetworkAcl'},,Yes,String,Replacement,The ID of the network ACL.,False,sample-template.json
PrivateSubnetNetworkAclAssociation,AWS::EC2::SubnetNetworkAclAssociation,,SubnetId,{'Ref': 'PrivateSubnet'},,Yes,String,Replacement,The ID of the subnet.,False,sample-template.json
PublicSubnetNetworkAclAssociation,AWS::EC2::SubnetNetworkAclAssociation,,NetworkAclId,{'Ref': 'PublicNetworkAcl'},,Yes,String,Replacement,The ID of the network ACL.,False,sample-template.json
PublicSubnetNetworkAclAssociation,AWS::EC2::SubnetNetworkAclAssociation,,SubnetId,{'Ref': 'PublicSubnet'},,Yes,String,Replacement,The ID of the subnet.,False,sample-template.json
PrivateSubnetRouteTableAssociation,AWS::EC2::SubnetRouteTableAssociation,,RouteTableId,{'Ref': 'PrivateRouteTable'},,Yes,String,Replacement,The ID of the route table.,False,sample-template.json
PrivateSubnetRouteTableAssociation,AWS::EC2::SubnetRouteTableAssociation,,SubnetId,{'Ref': 'PrivateSubnet'},,Yes,String,Replacement,The ID of the subnet.,False,sample-template.json
PublicSubnetRouteTableAssociation,AWS::EC2::SubnetRouteTableAssociation,,RouteTableId,{'Ref': 'PublicRouteTable'},,Yes,String,Replacement,The ID of the route table.,False,sample-template.json
PublicSubnetRouteTableAssociation,AWS::EC2::SubnetRouteTableAssociation,,SubnetId,{'Ref': 'PublicSubnet'},,Yes,String,Replacement,The ID of the subnet.,False,sample-template.json
VPC,AWS::EC2::VPC,VPCリソースに対するコメント.,CidrBlock,"{'Fn::FindInMap': ['SubnetConfig', 'VPC', 'CIDR']}",CidrBlockプロパティに対するコメント,Conditional,String,Replacement,"The IPv4 network range for the VPC, in CIDR notation. For example, 10.0.0.0/16. We modify the specified CIDR block to its canonical form; for example, if you specify 100.68.0.18/18, we modify it to 100.68.0.0/18.",False,sample-template.json
VPC,AWS::EC2::VPC,VPCリソースに対するコメント.,EnableDnsHostnames,,,No,Boolean,No interruption,"Indicates whether the instances launched in the VPC get DNS hostnames. If enabled, instances in the VPC get DNS hostnames; otherwise, they do not. Disabled by default for nondefault VPCs. For more information, see DNS attributes in your VPC.",True,sample-template.json
VPC,AWS::EC2::VPC,VPCリソースに対するコメント.,EnableDnsSupport,,,No,Boolean,No interruption,"Indicates whether the DNS resolution is supported for the VPC. If enabled, queries to the Amazon provided DNS server at the 169.254.169.253 IP address, or the reserved IP address at the base of the VPC network range ""plus two"" succeed. If disabled, the Amazon provided DNS service in the VPC that resolves public DNS hostnames to IP addresses is not enabled. Enabled by default. For more information, see DNS attributes in your VPC.",True,sample-template.json
VPC,AWS::EC2::VPC,VPCリソースに対するコメント.,InstanceTenancy,,,No,String,No interruption,The allowed tenancy of instances launched into the VPC.,True,sample-template.json
VPC,AWS::EC2::VPC,VPCリソースに対するコメント.,Ipv4IpamPoolId,,,Conditional,String,Replacement,"The ID of an IPv4 IPAM pool you want to use for allocating this VPC's CIDR. For more information, see What is IPAM? in the Amazon VPC IPAM User Guide.",True,sample-template.json
VPC,AWS::EC2::VPC,VPCリソースに対するコメント.,Ipv4NetmaskLength,,,No,Integer,Replacement,"The netmask length of the IPv4 CIDR you want to allocate to this VPC from an Amazon VPC IP Address Manager (IPAM) pool. For more information about IPAM, see What is IPAM? in the Amazon VPC IPAM User Guide.",True,sample-template.json
VPC,AWS::EC2::VPC,VPCリソースに対するコメント.,Tags,,,No,List of Tag,No interruption,The tags for the VPC.,False,sample-template.json
VPC,AWS::EC2::VPC,VPCリソースに対するコメント.,Tags[0].Key,Application,,Yes,String,,"The key name of the tag. You can specify a value that's 1 to 128 Unicode characters in length and can't be prefixed with aws:. You can use any of the following characters: the set of Unicode letters, digits, whitespace, _, ., /, =, +, and -.",False,sample-template.json
VPC,AWS::EC2::VPC,VPCリソースに対するコメント.,Tags[0].Value,{'Ref': 'AWS::StackId'},,Yes,String,,The value for the tag. You can specify a value that's 1 to 256 characters in length.,False,sample-template.json
VPC,AWS::EC2::VPC,VPCリソースに対するコメント.,Tags[1].Key,Network,,Yes,String,,"The key name of the tag. You can specify a value that's 1 to 128 Unicode characters in length and can't be prefixed with aws:. You can use any of the following characters: the set of Unicode letters, digits, whitespace, _, ., /, =, +, and -.",False,sample-template.json
VPC,AWS::EC2::VPC,VPCリソースに対するコメント.,Tags[1].Value,Public,,Yes,String,,The value for the tag. You can specify a value that's 1 to 256 characters in length.,False,sample-template.json
GatewayToInternet,AWS::EC2::VPCGatewayAttachment,,InternetGatewayId,{'Ref': 'InternetGateway'},,No,String,No interruption,The ID of the internet gateway.,False,sample-template.json
GatewayToInternet,AWS::EC2::VPCGatewayAttachment,,VpcId,{'Ref': 'VPC'},,Yes,String,No interruption,The ID of the VPC.,False,sample-template.json
GatewayToInternet,AWS::EC2::VPCGatewayAttachment,,VpnGatewayId,,,No,String,No interruption,The ID of the virtual private gateway.,True,sample-template.json
SampleApplication,AWS::ElasticBeanstalk::Application,,ApplicationName,,,No,String,Replacement,"A name for the Elastic Beanstalk application. If you don't specify a name, AWS CloudFormation generates a unique physical ID and uses that ID for the application name. For more information, see Name Type.",True,sample-template.json
SampleApplication,AWS::ElasticBeanstalk::Application,,Description,AWS Elastic Beanstalk Python Sample Application,,No,String,No interruption,Your description of the application.,False,sample-template.json
SampleApplication,AWS::ElasticBeanstalk::Application,,ResourceLifecycleConfig,,,No,ApplicationResourceLifecycleConfig,No interruption,Specifies an application resource lifecycle configuration to prevent your application from accumulating too many versions.,True,sample-template.json
SampleApplication,AWS::ElasticBeanstalk::Application,,ResourceLifecycleConfig.ServiceRole,,,No,String,No interruption,"The ARN of an IAM service role that Elastic Beanstalk has permission to assume.
The ServiceRole property is required the first time that you provide a ResourceLifecycleConfig for the application. After you provide it once, Elastic Beanstalk persists the Service Role with the application, and you don't need to specify it again. You can, however, specify it in subsequent updates to change the Service Role to another value.",True,sample-template.json
SampleApplication,AWS::ElasticBeanstalk::Application,,ResourceLifecycleConfig.VersionLifecycleConfig,,,No,ApplicationVersionLifecycleConfig,No interruption,Defines lifecycle settings for application versions.,True,sample-template.json
SampleApplication,AWS::ElasticBeanstalk::Application,,ResourceLifecycleConfig.VersionLifecycleConfig.MaxAgeRule,,,No,MaxAgeRule,No interruption,Specify a max age rule to restrict the length of time that application versions are retained for an application.,True,sample-template.json
SampleApplication,AWS::ElasticBeanstalk::Application,,ResourceLifecycleConfig.VersionLifecycleConfig.MaxAgeRule.DeleteSourceFromS3,,,No,Boolean,No interruption,Set to true to delete a version's source bundle from Amazon S3 when Elastic Beanstalk deletes the application version.,True,sample-template.json
SampleApplication,AWS::ElasticBeanstalk::Application,,ResourceLifecycleConfig.VersionLifecycleConfig.MaxAgeRule.Enabled,,,No,Boolean,No interruption,"Specify true to apply the rule, or false to disable it.",True,sample-template.json
SampleApplication,AWS::ElasticBeanstalk::Application,,ResourceLifecycleConfig.VersionLifecycleConfig.MaxAgeRule.MaxAgeInDays,,,No,Integer,No interruption,Specify the number of days to retain an application versions.,True,sample-template.json
SampleApplication,AWS::ElasticBeanstalk::Application,,ResourceLifecycleConfig.VersionLifecycleConfig.MaxCountRule,,,No,MaxCountRule,No interruption,Specify a max count rule to restrict the number of application versions that are retained for an application.,True,sample-template.json
SampleApplication,AWS::ElasticBeanstalk::Application,,ResourceLifecycleConfig.VersionLifecycleConfig.MaxCountRule.DeleteSourceFromS3,,,No,Boolean,No interruption,Set to true to delete a version's source bundle from Amazon S3 when Elastic Beanstalk deletes the application version.,True,sample-template.json
SampleApplication,AWS::ElasticBeanstalk::Application,,ResourceLifecycleConfig.VersionLifecycleConfig.MaxCountRule.Enabled,,,No,Boolean,No interruption,"Specify true to apply the rule, or false to disable it.",True,sample-template.json
SampleApplication,AWS::ElasticBeanstalk::Application,,ResourceLifecycleConfig.VersionLifecycleConfig.MaxCountRule.MaxCount,,,No,Integer,No interruption,Specify the maximum number of application versions to retain.,True,sample-template.json
SampleApplicationVersion,AWS::ElasticBeanstalk::ApplicationVersion,,ApplicationName,{'Ref': 'SampleApplication'},,Yes,String,Replacement,The name of the Elastic Beanstalk application that is associated with this application version.,False,sample-template.json
SampleApplicationVersion,AWS::ElasticBeanstalk::ApplicationVersion,,Description,Version 1.0,,No,String,No interruption,A description of this application version.,False,sample-template.json
SampleApplicationVersion,AWS::ElasticBeanstalk::ApplicationVersion,,SourceBundle,,,Yes,SourceBundle,Replacement,The Amazon S3 bucket and key that identify the location of the source bundle for this version.,False,sample-template.json
SampleApplicationVersion,AWS::ElasticBeanstalk::ApplicationVersion,,SourceBundle.S3Bucket,"{'Fn::Join': ['-', ['elasticbeanstalk-samples', {'Ref': 'AWS::Region'}]]}",,Yes,String,No interruption,The Amazon S3 bucket where the data is located.,False,sample-template.json
SampleApplicationVersion,AWS::ElasticBeanstalk::ApplicationVersion,,SourceBundle.S3Key,python-sample.zip,,Yes,String,No interruption,The Amazon S3 key where the data is located.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,ApplicationName,{'Ref': 'SampleApplication'},,Yes,String,Replacement,The name of the application that is associated with this environment.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,CNAMEPrefix,,,No,String,Replacement,"If specified, the environment attempts to use this value as the prefix for the CNAME in your Elastic Beanstalk environment URL. If not specified, the CNAME is generated automatically by appending a random alphanumeric string to the environment name.",True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,Description,AWS Elastic Beanstalk Environment running Python Sample Application,,No,String,No interruption,Your description for this environment.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,EnvironmentName,,,No,String,Replacement,A unique name for the environment.,True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OperationsRole,,,No,String,No interruption,The operations role feature of AWS Elastic Beanstalk is in beta release and is subject to change.,True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings,,,No,List of OptionSetting,No interruption,"Key-value pairs defining configuration options for this environment, such as the instance type. These options override the values that are defined in the solution stack or the configuration template. If you remove any options during a stack update, the removed options retain their current values.",False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[0].Namespace,aws:autoscaling:launchconfiguration,,Yes,String,No interruption,A unique namespace that identifies the option's associated AWS resource.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[0].OptionName,SSHSourceRestriction,,Yes,String,No interruption,The name of the configuration option.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[0].ResourceName,,,No,String,No interruption,A unique resource name for the option setting. Use it for a time–based scaling configuration option.,True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[0].Value,"{'Fn::Join': ['', ['tcp,22,22,', {'Ref': 'BastionSecurityGroup'}]]}",,No,String,No interruption,The current value for the configuration option.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[1].Namespace,aws:autoscaling:launchconfiguration,,Yes,String,No interruption,A unique namespace that identifies the option's associated AWS resource.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[1].OptionName,SecurityGroups,,Yes,String,No interruption,The name of the configuration option.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[1].ResourceName,,,No,String,No interruption,A unique resource name for the option setting. Use it for a time–based scaling configuration option.,True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[1].Value,{'Ref': 'BeanstalkSecurityGroup'},,No,String,No interruption,The current value for the configuration option.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[2].Namespace,aws:autoscaling:launchconfiguration,,Yes,String,No interruption,A unique namespace that identifies the option's associated AWS resource.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[2].OptionName,EC2KeyName,,Yes,String,No interruption,The name of the configuration option.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[2].ResourceName,,,No,String,No interruption,A unique resource name for the option setting. Use it for a time–based scaling configuration option.,True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[2].Value,{'Ref': 'KeyName'},,No,String,No interruption,The current value for the configuration option.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[3].Namespace,aws:ec2:vpc,,Yes,String,No interruption,A unique namespace that identifies the option's associated AWS resource.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[3].OptionName,VPCId,,Yes,String,No interruption,The name of the configuration option.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[3].ResourceName,,,No,String,No interruption,A unique resource name for the option setting. Use it for a time–based scaling configuration option.,True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[3].Value,{'Ref': 'VPC'},,No,String,No interruption,The current value for the configuration option.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[4].Namespace,aws:ec2:vpc,,Yes,String,No interruption,A unique namespace that identifies the option's associated AWS resource.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[4].OptionName,Subnets,,Yes,String,No interruption,The name of the configuration option.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[4].ResourceName,,,No,String,No interruption,A unique resource name for the option setting. Use it for a time–based scaling configuration option.,True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[4].Value,{'Ref': 'PrivateSubnet'},,No,String,No interruption,The current value for the configuration option.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[5].Namespace,aws:ec2:vpc,,Yes,String,No interruption,A unique namespace that identifies the option's associated AWS resource.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[5].OptionName,ELBSubnets,,Yes,String,No interruption,The name of the configuration option.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[5].ResourceName,,,No,String,No interruption,A unique resource name for the option setting. Use it for a time–based scaling configuration option.,True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[5].Value,{'Ref': 'PublicSubnet'},,No,String,No interruption,The current value for the configuration option.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[6].Namespace,aws:autoscaling:launchconfiguration,,Yes,String,No interruption,A unique namespace that identifies the option's associated AWS resource.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[6].OptionName,IamInstanceProfile,,Yes,String,No interruption,The name of the configuration option.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[6].ResourceName,,,No,String,No interruption,A unique resource name for the option setting. Use it for a time–based scaling configuration option.,True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,OptionSettings[6].Value,{'Ref': 'WebServerInstanceProfile'},,No,String,No interruption,The current value for the configuration option.,False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,PlatformArn,,,No,String,No interruption,"The Amazon Resource Name (ARN) of the custom platform to use with the environment. For more information, see Custom Platforms in the AWS Elastic Beanstalk Developer Guide.",True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,SolutionStackName,64bit Amazon Linux 2018.03 v2.7.7 running Python 2.7,,No,String,Replacement,"The name of an Elastic Beanstalk solution stack (platform version) to use with the environment. If specified, Elastic Beanstalk sets the configuration values to the default values associated with the specified solution stack. For a list of current solution stacks, see Elastic Beanstalk Supported Platforms in the AWS Elastic Beanstalk Platforms guide.",False,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,Tags,,,No,List of Tag,No interruption,Specifies the tags applied to resources in the environment.,True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,Tags[0].Key,,,Yes,String,,"The key name of the tag. You can specify a value that's 1 to 128 Unicode characters in length and can't be prefixed with aws:. You can use any of the following characters: the set of Unicode letters, digits, whitespace, _, ., /, =, +, and -.",True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,Tags[0].Value,,,Yes,String,,The value for the tag. You can specify a value that's 1 to 256 characters in length.,True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,TemplateName,,,No,String,No interruption,The name of the Elastic Beanstalk configuration template to use with the environment.,True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,Tier,,,No,Tier,Some interruptions,Specifies the tier to use in creating this environment. The environment tier that you choose determines whether Elastic Beanstalk provisions resources to support a web application that handles HTTP(S) requests or a web application that handles background-processing tasks.,True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,Tier.Name,,,No,String,Replacement,"The name of this environment tier.
Valid values:
For Web server tier – WebServer
For Worker tier – Worker",True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,Tier.Type,,,No,String,Replacement,"The type of this environment tier.
Valid values:
For Web server tier – Standard
For Worker tier – SQS/HTTP",True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,Tier.Version,,,No,String,No interruption,"The version of this environment tier. When you don't set a value to it, Elastic Beanstalk uses the latest compatible worker tier version.
This member is deprecated. Any specific version that you set may become out of date. We recommend leaving it unspecified.",True,sample-template.json
SampleEnvironment,AWS::ElasticBeanstalk::Environment,,VersionLabel,{'Ref': 'SampleApplicationVersion'},,No,String,No interruption,The name of the application version to deploy.,False,sample-template.json
WebServerInstanceProfile,AWS::IAM::InstanceProfile,,InstanceProfileName,,,No,String,Replacement,The name of the instance profile to create.,True,sample-template.json
WebServerInstanceProfile,AWS::IAM::InstanceProfile,,Path,/,,No,String,Replacement," The path to the instance profile. For more information about paths, see IAM Identifiers in the IAM User Guide.",False,sample-template.json
WebServerInstanceProfile,AWS::IAM::InstanceProfile,,Roles,[{'Ref': 'WebServerRole'}],,Yes,List of String,No interruption,"The name of the role to associate with the instance profile. Only one role can be assigned to an EC2 instance at a time, and all applications on the instance share the same role and permissions.",False,sample-template.json
WebServerRolePolicy,AWS::IAM::Policy,,Groups,,,No,List of String,No interruption,The name of the group to associate the policy with.,True,sample-template.json
WebServerRolePolicy,AWS::IAM::Policy,,PolicyDocument,"{'Statement': [{'Effect': 'Allow', 'NotAction': 'iam:*', 'Resource': '*'}]}",,Yes,Json,No interruption,The policy document.,False,sample-template.json
WebServerRolePolicy,AWS::IAM::Policy,,PolicyName,WebServerRole,,Yes,String,No interruption,The name of the policy document.,False,sample-template.json
WebServerRolePolicy,AWS::IAM::Policy,,Roles,[{'Ref': 'WebServerRole'}],,No,List of String,No interruption,The name of the role to associate the policy with.,False,sample-template.json
WebServerRolePolicy,AWS::IAM::Policy,,Users,,,No,List of String,No interruption,The name of the user to associate the policy with.,True,sample-template.json
WebServerRole,AWS::IAM::Role,,AssumeRolePolicyDocument,"{'Statement': [{'Effect': 'Allow', 'Principal': {'Service': [{'Fn::FindInMap': ['Region2Principal', {'Ref': 'AWS::Region'}, 'EC2Principal']}]}, 'Action': ['sts:AssumeRole']}]}",,Yes,Json,No interruption,"The trust policy that is associated with this role. Trust policies define which entities can assume the role. You can associate only one trust policy with a role. For an example of a policy that can be used to assume a role, see Template Examples. For more information about the elements that you can use in an IAM policy, see IAM Policy Elements Reference in the IAM User Guide.",False,sample-template.json
WebServerRole,AWS::IAM::Role,,Description,,,No,String,No interruption,A description of the role that you provide.,True,sample-template.json
WebServerRole,AWS::IAM::Role,,ManagedPolicyArns,,,No,List of String,No interruption,A list of Amazon Resource Names (ARNs) of the IAM managed policies that you want to attach to the role.,True,sample-template.json
WebServerRole,AWS::IAM::Role,,MaxSessionDuration,,,No,Integer,No interruption,"The maximum session duration (in seconds) that you want to set for the specified role. If you do not specify a value for this setting, the default value of one hour is applied. This setting can have a value from 1 hour to 12 hours.",True,sample-template.json
WebServerRole,AWS::IAM::Role,,Path,/,,No,String,Replacement," The path to the role. For more information about paths, see IAM Identifiers in the IAM User Guide.",False,sample-template.json
WebServerRole,AWS::IAM::Role,,PermissionsBoundary,,,No,String,No interruption,The ARN of the policy used to set the permissions boundary for the role.,True,sample-template.json
WebServerRole,AWS::IAM::Role,,Policies,,,No,List of Policy,No interruption,Adds or updates an inline policy document that is embedded in the specified IAM role.,True,sample-template.json
WebServerRole,AWS::IAM::Role,,Policies[0].PolicyDocument,,,Yes,Json,No interruption,The policy document.,True,sample-template.json
WebServerRole,AWS::IAM::Role,,Policies[0].PolicyName,,,Yes,String,No interruption,The friendly name (not ARN) identifying the policy.,True,sample-template.json
WebServerRole,AWS::IAM::Role,,RoleName,,,No,String,Replacement,"A name for the IAM role, up to 64 characters in length. For valid values, see the RoleName parameter for the CreateRole action in the IAM User Guide.",True,sample-template.json
WebServerRole,AWS::IAM::Role,,Tags,,,No,List of Tag,No interruption,"A list of tags that are attached to the role. For more information about tagging, see Tagging IAM resources in the IAM User Guide.",True,sample-template.json
WebServerRole,AWS::IAM::Role,,Tags[0].Key,,,Yes,String,,"The key name of the tag. You can specify a value that's 1 to 128 Unicode characters in length and can't be prefixed with aws:. You can use any of the following characters: the set of Unicode letters, digits, whitespace, _, ., /, =, +, and -.",True,sample-template.json
WebServerRole,AWS::IAM::Role,,Tags[0].Value,,,Yes,String,,The value for the tag. You can specify a value that's 1 to 256 characters in length.,True,sample-template.json
